"variable","permutation","dropout_loss","label"
"CD36",2,0.276683087027915,"GLM"
"ESR1",2,0.310344827586207,"GLM"
"NOS1",2,0.279146141215107,"GLM"
"IGF1",2,0.287356321839081,"GLM"
"FURIN",2,0.324302134646962,"GLM"
"SOX9",2,0.311165845648604,"GLM"
"NOTCH2",2,0.283251231527094,"GLM"
"DNMT3A",2,0.270114942528736,"GLM"
"NRP1",2,0.283251231527094,"GLM"
"CSF2",2,0.315270935960591,"GLM"
"DNMT3B",2,0.258620689655172,"GLM"
"PTGS1",2,0.295566502463054,"GLM"
"CHUK",2,0.288998357963875,"GLM"
"CD40",2,0.4064039408867,"GLM"
"BRCA1",2,0.27504105090312,"GLM"
"CYP3A4",2,0.320197044334975,"GLM"
"CYP27A1",2,0.275862068965517,"GLM"
"Type",2,0.288998357963875,"GLM"
"_baseline_",2,0.571428571428571,"GLM"
"_full_model_",3,0.288998357963875,"GLM"
"IL1B",3,0.295566502463054,"GLM"
"BCHE",3,0.270114942528736,"GLM"
"PTGS2",3,0.280788177339902,"GLM"
"IL6",3,0.300492610837438,"GLM"
"INS",3,0.357142857142857,"GLM"
"XDH",3,0.307060755336617,"GLM"
"EPHX2",3,0.292282430213465,"GLM"
"SLC6A4",3,0.298850574712644,"GLM"
"GSR",3,0.277504105090312,"GLM"
"NQO1",3,0.293924466338259,"GLM"
"ADRB2",3,0.270114942528736,"GLM"
"AKT1",3,0.295566502463054,"GLM"
"AGT",3,0.304597701149425,"GLM"
"NR3C1",3,0.305418719211823,"GLM"
"CCR7",3,0.342364532019705,"GLM"
"HMGCR",3,0.472085385878489,"GLM"
"GHRL",3,0.293924466338259,"GLM"
"CXCR4",3,0.392446633825944,"GLM"
"ARRB2",3,0.317733990147783,"GLM"
"TGFB1",3,0.270114942528736,"GLM"
"C3",3,0.383415435139573,"GLM"
"APOE",3,0.293924466338259,"GLM"
"FOS",3,0.426929392446634,"GLM"
"ESR2",3,0.300492610837438,"GLM"
"CD36",3,0.293924466338259,"GLM"
"ESR1",3,0.332512315270936,"GLM"
"NOS1",3,0.322660098522168,"GLM"
"IGF1",3,0.276683087027915,"GLM"
"FURIN",3,0.307881773399015,"GLM"
"SOX9",3,0.307060755336617,"GLM"
"NOTCH2",3,0.256978653530378,"GLM"
"DNMT3A",3,0.307881773399015,"GLM"
"NRP1",3,0.270114942528736,"GLM"
"CSF2",3,0.297208538587849,"GLM"
"DNMT3B",3,0.317733990147783,"GLM"
"PTGS1",3,0.275862068965517,"GLM"
"CHUK",3,0.288998357963875,"GLM"
"CD40",3,0.32512315270936,"GLM"
"BRCA1",3,0.277504105090312,"GLM"
"CYP3A4",3,0.34072249589491,"GLM"
"CYP27A1",3,0.277504105090312,"GLM"
"Type",3,0.288998357963875,"GLM"
"_baseline_",3,0.543513957307061,"GLM"
"_full_model_",4,0.288998357963875,"GLM"
"IL1B",4,0.268472906403941,"GLM"
"BCHE",4,0.295566502463054,"GLM"
"PTGS2",4,0.280788177339902,"GLM"
"IL6",4,0.289819376026273,"GLM"
"INS",4,0.317733990147783,"GLM"
"XDH",4,0.326765188834154,"GLM"
"EPHX2",4,0.364532019704433,"GLM"
"SLC6A4",4,0.358784893267652,"GLM"
"GSR",4,0.322660098522167,"GLM"
"NQO1",4,0.276683087027915,"GLM"
"ADRB2",4,0.270114942528736,"GLM"
"AKT1",4,0.305418719211823,"GLM"
"AGT",4,0.307060755336617,"GLM"
"NR3C1",4,0.295566502463054,"GLM"
"CCR7",4,0.332512315270936,"GLM"
"HMGCR",4,0.495073891625616,"GLM"
"GHRL",4,0.305418719211823,"GLM"
"CXCR4",4,0.358784893267652,"GLM"
"ARRB2",4,0.272577996715928,"GLM"
"TGFB1",4,0.295566502463054,"GLM"
"C3",4,0.366995073891626,"GLM"
"APOE",4,0.222495894909688,"GLM"
"FOS",4,0.451559934318555,"GLM"
"ESR2",4,0.34072249589491,"GLM"
"CD36",4,0.317733990147783,"GLM"
"ESR1",4,0.334975369458128,"GLM"
"NOS1",4,0.274220032840723,"GLM"
"IGF1",4,0.250410509031199,"GLM"
"FURIN",4,0.242200328407225,"GLM"
